"","Condition","List","GenderRating","Name","Prompt","He","She","Other","Response","Likeable","Accomplished","Important","SubjID","SubjGenderMale"
"3802","last","1C",6.24,"Ashley Cook","book",0,1,0,"she went on to publish several more books finding inspiration from the stories of families and friends.",2,3,3,"Exp3_P656",0
"3803","last","1C",2.61,"Emerson Moore","meals",1,0,0,"he has been able to expand his outreach and plans on doing Easter dinners also.",2,3,2,"Exp3_P656",0
"3804","last","1C",6.82,"Emily Ward","album",0,1,0,"she was in the right place at the right time for her music to be well appreciated.  ",2,2,3,"Exp3_P656",0
"3805","last","1C",5.34,"Jackie Turner","animals",0,0,1,"rescuing cats and kittens became a passion and turned into a well loved career.",2,2,2,"Exp3_P656",0
"3806","last","1C",1.28,"James Green","science",1,0,0,"he hopes to continue to learn more about the brain's development of math skills while following the growth of these children.",2,2,2,"Exp3_P656",0
"3807","last","1C",4.39,"Jessie Brooks","athlete",0,1,0,"she enjoys running and is always pushing herself to achieve more so she never feels like settling.",2,2,2,"Exp3_P656",0
"3808","last","1C",3.87,"Reese King","politics",1,0,0,"his popularity grew and he was even more likely to win the election.",2,2,2,"Exp3_P656",0
"3809","last","2C",6.24,"Ashley Walker","science",0,0,1,"there was a time of discussion as well as a thorough review of the reasoning behind the study. Everyone in attendance seemed to leave with a greater understanding of the study and the next steps to be taken. ",3,2,3,"Exp3_P832",1
"3810","last","2C",2.61,"Emerson Green","athlete",1,0,0,"he will try his best however the level of competition is high and he will have to maintain his luck with avoiding injuries. He will continue to train according as he has in the past since he has had obvious success with that method. ",3,1,3,"Exp3_P832",1
"3811","last","2C",6.82,"Emily Baker","animals",0,0,1,"they have seen a dramatic increase in the number of cats treated. They hope that in the long term their work with the Trap-Neuter-Return program will see a decrease in feral cats roaming the streets. ",2,2,2,"Exp3_P832",1
"3812","last","2C",5.34,"Jackie White","meals",0,1,0,"she has seen firsthand the good that her efforts have achieved. People in difficult situations have had even if for a brief time some stability in their lives and have had the opportunity to create good memories. ",2,1,1,"Exp3_P832",1
"3813","last","2C",1.28,"James Miller","politics",0,0,1,"the attendees seemed energized to get involved in local politics. They hope that this energy will result in higher voter turnout on election day. ",2,2,2,"Exp3_P832",1
"3814","last","2C",4.39,"Jessie Cook","book",0,0,1,"work was begun on the next book idea. Cook continues to see life in a way that appeals to readers and everyone is eager to see the results of Cook's efforts. ",2,1,2,"Exp3_P832",1
"3815","last","2C",3.87,"Reese Parker","album",0,0,1,"It's been a lot of hard work but a work that I love. It's a dream that I've always had to see my music being a blessing to so many people. ",2,2,3,"Exp3_P832",1
"3816","last","1A",2.12,"Chris Miller","science",1,0,0,"he went back to his sad life as a college researcher.  ",2,2,2,"Exp3_P572",1
"3817","last","1A",5.59,"Jodie Parker","book",0,1,0,"she started working on her next book.  ",6,5,3,"Exp3_P572",1
"3818","last","1A",4.73,"Kerry Baker","album",0,0,1,"it just like poured out of me man",5,3,3,"Exp3_P572",1
"3819","last","1A",6.73,"Mary Cooper","athlete",0,0,1,"I'm going to make it happen baby",1,2,2,"Exp3_P572",1
"3820","last","1A",1.21,"Matthew Smith","animals",1,0,0,"he has been able to make a real difference for kittens in his community.  ",2,3,3,"Exp3_P572",1
"3821","last","1A",3.61,"Stevie White","politics",1,0,0,"his popularity numbers plummeted.  ",6,6,6,"Exp3_P572",1
"3822","last","1A",4.22,"Taylor Wright","meals",0,0,1,"many meals have been possible for those who would go hungry",2,3,2,"Exp3_P572",1
"3823","last","1C",6.24,"Ashley Cook","book",0,0,1,"I found myself reflecting on my own life to discover what paths I have taken and which doors may have opened for me.",1,1,1,"Exp3_P552",1
"3824","last","1C",2.61,"Emerson Moore","meals",0,0,1,"more people have joined the cause to help support people at shelters who are in need during the holidays.",1,1,1,"Exp3_P552",1
"3825","last","1C",6.82,"Emily Ward","album",0,0,1,"the song was written about the best parts of a relationship that cause people to feel uplifted and give them a new perspective on life.",2,2,2,"Exp3_P552",1
"3826","last","1C",5.34,"Jackie Turner","animals",0,0,1,"the positive impact is starting to cause a real change for both feral cats and the environment by helping to reduce more litters of kittens while finding homes for currently existing ones.",1,1,1,"Exp3_P552",1
"3827","last","1C",1.28,"James Green","science",0,0,1,"people became increasingly aware of how important it is to explore mathematical skills in children at an early age so that their skill level can perhaps improve significantly over time.",1,1,1,"Exp3_P552",1
"3828","last","1C",4.39,"Jessie Brooks","athlete",0,0,1,"they intend to use all of their previous experience to ensure they do not get injured while still pushing on their athletic boundary line to achieve something important to them.",1,1,2,"Exp3_P552",1
"3829","last","1C",3.87,"Reese King","politics",0,0,1,"they remained available to continue answering questions that people may have regarding their feelings on the city and how things can be improved.",1,1,1,"Exp3_P552",1
"3830","last","1B",5.22,"Blair Campbell","politics",0,1,0,"Turnout for future events tripled. The incumbent state legislator was very nervous. Normally the incumbent would win in the scenario but Campbell is predicted to win by a landslide. Campbell has really inspired hope to her voters. ",2,3,2,"Exp3_P848",NA
"3831","last","1B",1.24,"Brian Walker","athlete",0,0,1,"while I understand the importance of rest I still plan to compete in these next two events and win my 7th and 8th medals. I feel that I am in the prime of my career and that the sky is the limit for my future. I will continue to run and soon set my sights to compete in the next Olympics. ",4,1,3,"Exp3_P848",NA
"3832","last","1B",5.86,"Elisha Collins","book",0,0,1,"I am honestly still in shock about how successful my new album is. I truly enjoy creating music as it is my passion. However being able to make a career out of it really is amazing. I am truly thankful for my fans family and team that has helped me along my journey. I am excited for the rest of the tour and excited to continue making music! ",2,2,3,"Exp3_P848",NA
"3833","last","1B",3.75,"Quinn Young","album",1,0,0,"he was able to quit is retail job. He always wrote for fun but finally received the recognition and accolades to make a career out of it. While he enjoyed the moment Young started writing his second book. The book will not be released until 2020 but he now feels that he owes his fans another novel. ",3,4,4,"Exp3_P848",NA
"3834","last","1B",6.78,"Rebecca Bell","animals",0,1,0,"she has been able to continue spreading awareness around cats and the help that they need. She has expanded to other areas and is seeing triple the donations and even more volunteering before. The goal is the same to ensure the cats and live a good life and protecting the local ecosystem. More and more feral cats are being socialized and adopted which is bring happiness and joy to all the surrounding communities. ",1,3,2,"Exp3_P848",NA
"3835","last","1B",4.34,"Riley Hill","meals",1,0,0,"he has seen an increase in donations. While he still needs more people to volunteer donations have doubled over the last month. They have been able to assist an additional 200 families and were able to provide them Christmas Eve and Christmas day meals. Hill is continuing to work to provide meals even after the holidays. ",2,3,2,"Exp3_P848",NA
"3836","last","1B",2.41,"Tommie Brown","science",1,0,0,"he was able to find a breakthrough and child development regarding mathematics. The study allowed him to pinpoint the exact point when the child's brain develops the quickest regarding mathematics. These results can be used to assist schools in when to begin challenging students with tougher math courses. ",4,2,2,"Exp3_P848",NA
"3837","last","3A",2.12,"Chris Young","politics",1,0,0,"The attendees were all very fired up about what he had to say. A volunteer coordinator walked around after the event and got people to sign up for shifts to make calls and knock on doors to ensure that people in the community voted for him.",1,1,3,"Exp3_P732",0
"3838","last","3A",5.59,"Jodie Cooper","athlete",0,1,0,"She is more fired up and determined than ever to win those medals. She is prepared to work hard.",5,2,2,"Exp3_P732",0
"3839","last","3A",4.73,"Kerry Bell","animals",0,1,0,"she feels fulfilled by this mission but increasingly frustrated by the fact the problem of invasive cat colonies doesn't seem to be getting much better than when she started.",2,2,2,"Exp3_P732",0
"3840","last","3A",6.73,"Mary Collins","album",0,1,0,"she is surprised by the fact it is doing so well - it wasn't her favorite song. However she is very grateful to her fans for supporting her so much. ",2,1,1,"Exp3_P732",0
"3841","last","3A",1.21,"Matthew Brown","science",1,0,0,"he got offered a book deal and tons of money for his amazing scientific breakthroughs.",1,1,1,"Exp3_P732",0
